Name,National,Region,Male_Pct,Female_Pct,Types,Type1,Type2,Height.m.,Weight.kg.,Capt_Rate,Egg_Steps,Egg_Groups,Group1,Group2,Exp_Points,Exp_Speed,Base_Happiness,Base_Total,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Normal_Dmg,Fire_Dmg,Water_Dmg,Eletric_Dmg,Grass_Dmg,Ice_Dmg,Fight_Dmg,Poison_Dmg,Ground_Dmg,Flying_Dmg,Psychic_Dmg,Bug_Dmg,Rock_Dmg,Ghost_Dmg,Dragon_Dmg,Dark_Dmg,Steel_Dmg,Fairy_Dmg,Mega_Evolutions,isMega,hasAlolan,isAlolan,Generation,Legendary
Treecko,252,Hoenn,88.1,11.9,1,grass,None,0.5,5,45,5120,2,Monster,Dragon,1059862,Medium Slow,70,310,40,45,35,65,55,70,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Grovyle,253,Hoenn,88.1,11.9,1,grass,None,0.9,21.6,45,5120,2,Monster,Dragon,1059862,Medium Slow,70,405,50,65,45,85,65,95,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Sceptile,254,Hoenn,88.1,11.9,1,grass,None,1.7,52.2,45,5120,2,Monster,Dragon,1059862,Medium Slow,70,530,70,85,65,105,85,120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,3,FALSE
Mega Sceptile,254,Hoenn,88.1,11.9,2,grass,dragon,1.9,55.2,45,5120,2,Monster,Dragon,1059862,Medium Slow,70,630,70,110,75,145,85,145,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0,TRUE,FALSE,FALSE,3,FALSE
Torchic,255,Hoenn,88.1,11.9,1,fire,None,0.4,2.5,45,5120,1,Field,None,1059862,Medium Slow,70,310,45,60,40,70,50,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Combusken,256,Hoenn,88.1,11.9,2,fire,fighting,0.9,19.5,45,5120,1,Field,None,1059862,Medium Slow,70,405,60,85,60,85,60,55,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Blaziken,257,Hoenn,88.1,11.9,2,fire,fighting,1.9,52,45,5120,1,Field,None,1059862,Medium Slow,70,530,80,120,70,110,70,80,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,1,FALSE,FALSE,FALSE,3,FALSE
Mega Blaziken,257,Hoenn,88.1,11.9,2,fire,fighting,1.9,52,45,5120,1,Field,None,1059862,Medium Slow,70,630,80,160,80,130,80,100,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,TRUE,FALSE,FALSE,3,FALSE
Mudkip,258,Hoenn,88.1,11.9,1,water,None,0.4,7.6,45,5120,2,Monster,Water 1,1059862,Medium Slow,70,310,50,70,50,50,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Marshtomp,259,Hoenn,88.1,11.9,2,water,ground,0.7,28,45,5120,2,Monster,Water 1,1059862,Medium Slow,70,405,70,85,70,60,70,50,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Swampert,260,Hoenn,88.1,11.9,2,water,ground,1.5,81.9,45,5120,2,Monster,Water 1,1059862,Medium Slow,70,535,100,110,90,85,90,60,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,1,FALSE,FALSE,FALSE,3,FALSE
Mega Swampert,260,Hoenn,88.1,11.9,2,water,ground,1.9,102,45,5120,2,Monster,Water 1,1059862,Medium Slow,70,635,100,150,110,95,110,70,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,TRUE,FALSE,FALSE,3,FALSE
Poochyena,261,Hoenn,50,50,1,dark,None,0.5,13.6,255,3840,1,Field,None,1000000,Medium Fast,70,220,35,55,35,30,30,35,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Mightyena,262,Hoenn,50,50,1,dark,None,1,37,127,3840,1,Field,None,1000000,Medium Fast,70,420,70,90,70,60,60,70,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Zigzagoon,263,Hoenn,50,50,1,normal,None,0.4,17.5,255,3840,1,Field,None,1000000,Medium Fast,70,240,38,30,41,30,41,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Linoone,264,Hoenn,50,50,1,normal,None,0.5,32.5,90,3840,1,Field,None,1000000,Medium Fast,70,420,78,70,61,50,61,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Wurmple,265,Hoenn,50,50,1,bug,None,0.3,3.6,255,3840,1,Bug,None,1000000,Medium Fast,70,195,45,45,35,20,30,20,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Silcoon,266,Hoenn,50,50,1,bug,None,0.6,10,120,3840,1,Bug,None,1000000,Medium Fast,70,205,50,35,55,25,25,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Beautifly,267,Hoenn,50,50,2,bug,flying,1,28.4,45,3840,1,Bug,None,1000000,Medium Fast,70,395,60,70,50,100,50,65,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Cascoon,268,Hoenn,50,50,1,bug,None,0.7,11.5,120,3840,1,Bug,None,1000000,Medium Fast,70,205,50,35,55,25,25,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Dustox,269,Hoenn,50,50,2,bug,poison,1.2,31.6,45,3840,1,Bug,None,1000000,Medium Fast,70,385,60,50,70,50,90,65,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Lotad,270,Hoenn,50,50,2,water,grass,0.5,2.6,255,3840,2,Water 1,Grass,1059862,Medium Slow,70,220,40,30,30,40,50,30,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Lombre,271,Hoenn,50,50,2,water,grass,1.2,32.5,120,3840,2,Water 1,Grass,1059862,Medium Slow,70,340,60,50,50,60,70,50,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Ludicolo,272,Hoenn,50,50,2,water,grass,1.5,55,45,3840,2,Water 1,Grass,1059862,Medium Slow,70,480,80,70,70,90,100,70,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Seedot,273,Hoenn,50,50,1,grass,None,0.5,4,255,3840,2,Field,Grass,1059862,Medium Slow,70,220,40,40,50,30,30,30,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Nuzleaf,274,Hoenn,50,50,2,grass,dark,1,28,120,3840,2,Field,Grass,1059862,Medium Slow,70,340,70,70,40,60,40,60,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Shiftry,275,Hoenn,50,50,2,grass,dark,1.3,59.6,45,3840,2,Field,Grass,1059862,Medium Slow,70,480,90,100,60,90,60,80,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Taillow,276,Hoenn,50,50,2,normal,flying,0.3,2.3,200,3840,1,Flying,None,1059862,Medium Slow,70,270,40,55,30,30,30,85,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Swellow,277,Hoenn,50,50,2,normal,flying,0.7,19.8,45,3840,1,Flying,None,1059862,Medium Slow,70,455,60,85,60,75,50,125,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Wingull,278,Hoenn,50,50,2,water,flying,0.6,9.5,190,5120,2,Water 1,Flying,1000000,Medium Fast,70,270,40,30,30,55,30,85,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Pelipper,279,Hoenn,50,50,2,water,flying,1.2,28,45,5120,2,Water 1,Flying,1000000,Medium Fast,70,440,60,50,100,95,70,65,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Ralts,280,Hoenn,50,50,2,psychic,fairy,0.4,6.6,235,5120,1,Amorphous,None,1250000,Slow,35,198,28,25,25,45,35,40,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Kirlia,281,Hoenn,50,50,2,psychic,fairy,0.8,20.2,120,5120,1,Amorphous,None,1250000,Slow,35,278,38,35,35,65,55,50,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Gardevoir,282,Hoenn,50,50,2,psychic,fairy,1.6,48.4,45,5120,1,Amorphous,None,1250000,Slow,35,518,68,65,65,125,115,80,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,1,FALSE,FALSE,FALSE,3,FALSE
Mega Gardevoir,282,Hoenn,50,50,2,psychic,fairy,1.6,48.4,45,5120,1,Amorphous,None,1250000,Slow,35,618,68,85,65,165,135,100,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,TRUE,FALSE,FALSE,3,FALSE
Surskit,283,Hoenn,50,50,2,bug,water,0.5,1.7,200,3840,2,Water 1,Bug,1000000,Medium Fast,70,269,40,30,32,50,52,65,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Masquerain,284,Hoenn,50,50,2,bug,flying,0.8,3.6,75,3840,2,Water 1,Bug,1000000,Medium Fast,70,454,70,60,62,100,82,80,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Shroomish,285,Hoenn,50,50,1,grass,None,0.4,4.5,255,3840,1,Fairy,None,1640000,Fluctuating,70,295,60,40,60,40,60,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Breloom,286,Hoenn,50,50,2,grass,fighting,1.2,39.2,90,3840,1,Fairy,None,1640000,Fluctuating,70,460,60,130,80,60,60,70,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Slakoth,287,Hoenn,50,50,1,normal,None,0.8,24,255,3840,1,Field,None,1250000,Slow,70,280,60,60,60,35,35,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Vigoroth,288,Hoenn,50,50,1,normal,None,1.4,46.5,120,3840,1,Field,None,1250000,Slow,70,440,80,80,80,55,55,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Slaking,289,Hoenn,50,50,1,normal,None,2,130.5,45,3840,1,Field,None,1250000,Slow,70,670,150,160,100,95,65,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Nincada,290,Hoenn,50,50,2,bug,ground,0.5,5.5,255,3840,1,Bug,None,600000,Erratic,70,266,31,45,90,30,30,40,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Ninjask,291,Hoenn,50,50,2,bug,flying,0.8,12,120,3840,1,Bug,None,600000,Erratic,70,456,61,90,45,50,50,160,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Shedinja,292,Hoenn,0,0,2,bug,ghost,0.8,1.2,45,3840,1,Mineral,None,600000,Erratic,70,236,1,90,45,30,30,40,0,2,1,1,0.5,1,0,0.5,0.5,2,1,0.5,2,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Whismur,293,Hoenn,50,50,1,normal,None,0.6,16.3,190,5120,2,Monster,Field,1059862,Medium Slow,70,240,64,51,23,51,23,28,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Loudred,294,Hoenn,50,50,1,normal,None,1,40.5,120,5120,2,Monster,Field,1059862,Medium Slow,70,360,84,71,43,71,43,48,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Exploud,295,Hoenn,50,50,1,normal,None,1.5,84,45,5120,2,Monster,Field,1059862,Medium Slow,70,490,104,91,63,91,73,68,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Makuhita,296,Hoenn,75.4,24.6,1,fighting,None,1,86.4,180,5120,1,Human-like,None,1640000,Fluctuating,70,237,72,60,30,20,30,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Hariyama,297,Hoenn,75.4,24.6,1,fighting,None,2.3,253.8,200,5120,1,Human-like,None,1640000,Fluctuating,70,474,144,120,60,40,60,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Azurill,298,Hoenn,24.6,75.4,2,normal,fairy,0.2,2,150,2560,0,None,None,800000,Fast,70,190,50,20,40,20,40,20,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Nosepass,299,Hoenn,50,50,1,rock,None,1,97,255,5120,1,Mineral,None,1000000,Medium Fast,70,375,30,45,135,45,90,30,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,FALSE,FALSE,FALSE,3,FALSE
Skitty,300,Hoenn,24.6,75.4,1,normal,None,0.6,11,255,3840,2,Field,Fairy,800000,Fast,70,260,50,45,45,35,35,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Delcatty,301,Hoenn,24.6,75.4,1,normal,None,1.1,32.6,60,3840,2,Field,Fairy,800000,Fast,70,400,70,65,65,55,55,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Sableye,302,Hoenn,50,50,2,dark,ghost,0.5,11,45,6400,1,Human-like,None,1059862,Medium Slow,35,380,50,75,75,65,65,50,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,1,FALSE,FALSE,FALSE,3,FALSE
Mega Sableye,302,Hoenn,50,50,2,dark,ghost,0.5,161,45,6400,1,Human-like,None,1059862,Medium Slow,35,480,50,85,125,85,115,20,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,0,TRUE,FALSE,FALSE,3,FALSE
Mawile,303,Hoenn,50,50,2,steel,fairy,0.6,11.5,45,5120,2,Field,Fairy,800000,Fast,70,380,50,85,85,55,55,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,1,FALSE,FALSE,FALSE,3,FALSE
Mega Mawile,303,Hoenn,50,50,2,steel,fairy,1,23.5,45,5120,2,Field,Fairy,800000,Fast,70,480,50,105,125,55,95,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0,TRUE,FALSE,FALSE,3,FALSE
Aron,304,Hoenn,50,50,2,steel,rock,0.4,60,180,8960,1,Monster,None,1250000,Slow,35,330,50,70,100,40,40,30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Lairon,305,Hoenn,50,50,2,steel,rock,0.9,120,90,8960,1,Monster,None,1250000,Slow,35,430,60,90,140,50,50,40,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Aggron,306,Hoenn,50,50,2,steel,rock,2.1,360,45,8960,1,Monster,None,1250000,Slow,35,530,70,110,180,60,60,50,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,1,FALSE,FALSE,FALSE,3,FALSE
Mega Aggron,306,Hoenn,50,50,1,steel,None,2.2,395,45,8960,1,Monster,None,1250000,Slow,35,630,70,140,230,60,80,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,TRUE,FALSE,FALSE,3,FALSE
Meditite,307,Hoenn,50,50,2,fighting,psychic,0.6,11.2,180,5120,1,Human-like,None,1000000,Medium Fast,70,280,30,40,55,40,55,60,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Medicham,308,Hoenn,50,50,2,fighting,psychic,1.3,31.5,90,5120,1,Human-like,None,1000000,Medium Fast,70,410,60,60,75,60,75,80,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,1,FALSE,FALSE,FALSE,3,FALSE
Mega Medicham,308,Hoenn,50,50,2,fighting,psychic,1.3,31.5,90,5120,1,Human-like,None,1000000,Medium Fast,70,510,60,100,85,80,85,100,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,0,TRUE,FALSE,FALSE,3,FALSE
Electrike,309,Hoenn,50,50,1,electric,None,0.6,15.2,120,5120,1,Field,None,1250000,Slow,70,295,40,45,40,65,40,65,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Manectric,310,Hoenn,50,50,1,electric,None,1.5,40.2,45,5120,1,Field,None,1250000,Slow,70,475,70,75,60,105,60,105,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1,FALSE,FALSE,FALSE,3,FALSE
Mega Manectric,310,Hoenn,50,50,1,electric,None,1.8,44,45,5120,1,Field,None,1250000,Slow,70,575,70,75,80,135,80,135,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,TRUE,FALSE,FALSE,3,FALSE
Plusle,311,Hoenn,50,50,1,electric,None,0.4,4.2,200,5120,1,Fairy,None,1000000,Medium Fast,70,405,60,50,40,85,75,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Minun,312,Hoenn,50,50,1,electric,None,0.4,4.2,200,5120,1,Fairy,None,1000000,Medium Fast,70,405,60,40,50,75,85,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Volbeat,313,Hoenn,100,0,1,bug,None,0.7,17.7,150,3840,2,Bug,Human-like,600000,Erratic,70,430,65,73,75,47,85,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Illumise,314,Hoenn,0,100,1,bug,None,0.6,17.7,150,3840,2,Bug,Human-like,1640000,Fluctuating,70,430,65,47,75,73,85,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Roselia,315,Hoenn,50,50,2,grass,poison,0.3,2,150,5120,2,Fairy,Grass,1059862,Medium Slow,70,400,50,60,45,100,80,65,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Gulpin,316,Hoenn,50,50,1,poison,None,0.4,10.3,225,5120,1,Amorphous,None,1640000,Fluctuating,70,302,70,43,53,43,53,40,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Swalot,317,Hoenn,50,50,1,poison,None,1.7,80,75,5120,1,Amorphous,None,1640000,Fluctuating,70,467,100,73,83,73,83,55,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Carvanha,318,Hoenn,50,50,2,water,dark,0.8,20.8,225,5120,1,Water 2,None,1250000,Slow,35,305,45,90,20,65,20,65,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,0,FALSE,FALSE,FALSE,3,FALSE
Sharpedo,319,Hoenn,50,50,2,water,dark,1.8,88.8,60,5120,1,Water 2,None,1250000,Slow,35,460,70,120,40,95,40,95,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,1,FALSE,FALSE,FALSE,3,FALSE
Mega Sharpedo,319,Hoenn,50,50,2,water,dark,2.5,130.3,60,5120,1,Water 2,None,1250000,Slow,35,560,70,140,70,110,65,105,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,0,TRUE,FALSE,FALSE,3,FALSE
Wailmer,320,Hoenn,50,50,1,water,None,2,130,125,10240,2,Field,Water 2,1640000,Fluctuating,70,400,130,70,35,70,35,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Wailord,321,Hoenn,50,50,1,water,None,14.5,398,60,10240,2,Field,Water 2,1640000,Fluctuating,70,500,170,90,45,90,45,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,3,FALSE
Numel,322,Hoenn,50,50,2,fire,ground,0.7,24,255,5120,1,Field,None,1000000,Medium Fast,70,305,60,60,40,65,45,35,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Camerupt,323,Hoenn,50,50,2,fire,ground,1.9,220,150,5120,1,Field,None,1000000,Medium Fast,70,460,70,100,70,105,75,40,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,1,FALSE,FALSE,FALSE,3,FALSE
Mega Camerupt,323,Hoenn,50,50,2,fire,ground,2.5,320.5,150,5120,1,Field,None,1000000,Medium Fast,70,560,70,120,100,145,105,20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,0,TRUE,FALSE,FALSE,3,FALSE
Torkoal,324,Hoenn,50,50,1,fire,None,0.5,80.4,90,5120,1,Field,None,1000000,Medium Fast,70,470,70,85,140,85,70,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,3,FALSE
Spoink,325,Hoenn,50,50,1,psychic,None,0.7,30.6,255,5120,1,Field,None,800000,Fast,70,330,60,25,35,70,80,60,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Grumpig,326,Hoenn,50,50,1,psychic,None,0.9,71.5,60,5120,1,Field,None,800000,Fast,70,470,80,45,65,90,110,80,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Spinda,327,Hoenn,50,50,1,normal,None,1.1,5,255,3840,2,Field,Human-like,800000,Fast,70,360,60,60,60,60,60,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Trapinch,328,Hoenn,50,50,1,ground,None,0.7,15,255,5120,1,Bug,None,1059862,Medium Slow,70,290,45,100,45,45,45,10,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Vibrava,329,Hoenn,50,50,2,ground,dragon,1.1,15.3,120,5120,1,Bug,None,1059862,Medium Slow,70,340,50,70,50,50,50,70,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Flygon,330,Hoenn,50,50,2,ground,dragon,2,82,45,5120,1,Bug,None,1059862,Medium Slow,70,520,80,100,80,80,80,100,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Cacnea,331,Hoenn,50,50,1,grass,None,0.4,51.3,190,5120,2,Grass,Human-like,1059862,Medium Slow,35,335,50,85,40,85,40,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Cacturne,332,Hoenn,50,50,2,grass,dark,1.3,77.4,60,5120,2,Grass,Human-like,1059862,Medium Slow,35,475,70,115,60,115,60,55,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,0,FALSE,FALSE,FALSE,3,FALSE
Swablu,333,Hoenn,50,50,2,normal,flying,0.4,1.2,255,5120,2,Flying,Dragon,600000,Erratic,70,310,45,40,60,40,75,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Altaria,334,Hoenn,50,50,2,dragon,flying,1.1,20.6,45,5120,2,Flying,Dragon,600000,Erratic,70,490,75,70,90,70,105,80,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,1,FALSE,FALSE,FALSE,3,FALSE
Mega Altaria,334,Hoenn,50,50,2,dragon,fairy,1.5,20.6,45,5120,2,Flying,Dragon,600000,Erratic,70,590,75,110,110,110,105,80,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2,0,TRUE,FALSE,FALSE,3,FALSE
Zangoose,335,Hoenn,50,50,1,normal,None,1.3,40.3,90,5120,1,Field,None,600000,Erratic,70,458,73,115,60,60,60,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,3,FALSE
Seviper,336,Hoenn,50,50,1,poison,None,2.7,52.5,90,5120,2,Field,Dragon,1640000,Fluctuating,70,458,73,100,60,100,60,65,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,3,FALSE
